State,District,Population,Males,Females,Growth from1991 to 2001.,Number.of.households,Household.size..per.household.,Sex ratio of females per 1000 males,Sex ratio for age 0-6 years,Percentage.to.total.population..ST.,Religion1.Name,Religion1.Population,Religion2.Name,Religion2.Population,Religion3.Name,Religion3.Population,Population literacy,Male Literacy,Female Literacy,Population Literacy Rate,Male Literacy Rate,Female Literacy Rate,Total People Educated,Data.without.level,Below Primary School,Primary School,Middle School,Population completed 10th Grade,Population Graduates,Age from 0-4 years,Age from 5-14 years,Age from 15-59 years,Age 60 and above,Total Workers,Main.workers,Marginal.workers,Non.workers,Total Inhabited Villages,Drinking water facilities,Safe Drinking water,Electricity Power Supply,Primary school,Middle schools,Secondary Senior schools,PermanentHouse,Semi permanent House,Temporary House
Bihar,"District Begusarai (20), Bihar (10)",2349366,1228874,1120492,29.11,404656,6,912,945,0.06,Hindus,2033039,Muslims,313713,NA,1224,896444,580459,315985,47.98,59.13,35.64,896444,54409,230002,238430,115437,201143,56953,317887,683693,1197807,149979,746075,571564,174511,1603291,729,729,729,457,503,233,92,53.3,28.2,18.5
Bihar,"District Khagaria (21), Bihar (10)",1280354,679267,601087,29.32,224095,6,885,931,0.03,Hindus,1147346,Muslims,131441,Others,546,414174,277226,136948,41.35,51.82,29.35,414174,24151,106607,111887,55070,95168,21286,183903,375986,639554,80911,467240,333262,133978,813114,241,241,241,114,220,136,44,39.7,25.6,34.7
Bihar,"District Bhagalpur (22), Bihar (10)",2423172,1291658,1131514,27.24,412080,6,876,966,2.29,Hindus,1990976,Muslims,423246,Christians,1853,965683,622679,343004,49.5,59.22,38.13,965683,52742,204880,243090,142439,243765,78697,305203,699924,1251470,166575,855345,580731,274614,1567827,935,935,934,445,642,216,88,44,27.3,28.7
Bihar,"District Banka * (23), Bihar (10)",1608773,843293,765480,24.47,278639,6,908,964,4.67,Hindus,1409352,Muslims,190051,Others,5264,547326,373997,173329,42.73,55.29,28.67,547326,21838,137137,161536,83442,118870,24495,213438,455600,827569,112166,636665,405608,231057,972108,1682,1682,1677,289,909,207,53,22.7,29,48.3
Bihar,"District Munger (24), Bihar (10)",1137797,607730,530067,20.34,195175,6,872,914,1.59,Hindus,1045233,Muslims,89791,Christians,1135,554332,349630,204702,59.47,69.89,47.4,554332,22893,107443,134681,82675,166331,40304,134754,318251,602090,82702,331451,233688,97763,806346,525,525,524,321,382,127,65,50.5,26,23.5
Bihar,"District Lakhisarai * (25), Bihar (10)",802225,417672,384553,23.94,125397,6,921,950,0.7,Hindus,766232,Muslims,35378,Sikhs,211,303536,200968,102568,47.96,60.74,33.96,303536,6385,75190,85703,37350,83075,15832,111184,233060,404298,53683,292634,226192,66442,509591,357,357,357,116,308,125,34,50.2,34.3,15.5
Bihar,"District SheikHimachal Pradeshura * (26), Bihar (10)",525502,273992,251510,24.96,78958,7,918,954,0.04,Hindus,487021,Muslims,37755,Christians,375,202035,134917,67118,48.6,61.94,33.92,202035,8668,44938,55787,23763,57234,11645,71583,151312,265517,37090,194396,151504,42892,331106,268,268,268,130,238,95,35,47.1,41.4,11.5
Bihar,"District Nalanda (27), Bihar (10)",2370528,1238599,1131929,18.64,360797,7,914,941,0.04,Hindus,2191552,Muslims,176871,NA,888,1015473,665076,350397,53.19,66.44,38.58,1015473,36592,210649,257416,133793,269470,105051,298638,664326,1237078,170486,903144,700007,203137,1467384,1000,1000,1000,366,879,344,98,55.3,31.9,12.8
Bihar,"District Patna (28), Bihar (10)",4718592,2519942,2198650,30.17,726364,6,873,922,0.2,Hindus,4333556,Muslims,366164,Christians,8951,2453501,1535672,917829,62.92,73.34,50.83,2453501,293828,456450,541973,307964,504159,348464,530093,1269888,2598155,320456,1425647,1161984,263663,3292945,1288,1288,1288,615,1199,421,161,68.4,22.1,9.5
Bihar,"District Bhojpur (29), Bihar (10)",2243144,1179611,1063533,24.58,321192,7,902,939,0.37,Hindus,2076589,Muslims,163193,NA,913,1073010,714185,358825,58.96,74.29,41.8,1073010,21235,245719,294520,191702,251870,67823,270812,642713,1159967,169652,653811,491916,161895,1589333,999,999,998,247,885,243,35,57.4,36.2,6.4
Bihar,"District Buxar * (30), Bihar (10)",1402396,738354,664042,29.03,192426,7,899,924,0.6,Hindus,1309181,Muslims,86382,Buddhists,4464,642167,429414,212753,56.8,71.92,39.88,642167,18334,153170,169511,111320,151446,38342,172313,404513,717139,108431,408186,305398,102788,994210,819,819,819,318,529,147,79,53.3,37.7,8.9
Bihar,"District Kaimur (Bhabua) * (31), Bihar (10)",1289074,677623,611451,30.64,184797,7,902,939,2.77,Hindus,1161779,Muslims,123048,Buddhists,2880,561854,375196,186658,55.12,69.67,38.83,561854,30513,148388,153131,97772,103874,28174,176355,363911,643338,105470,442887,312872,130015,846187,1349,1349,1345,645,791,168,38,36.1,58.5,5.4
Bihar,"District Rohtas (32), Bihar (10)",2450748,1283485,1167263,27.71,346043,7,909,950,1.05,Hindus,2199049,Muslims,246760,Sikhs,2549,1205287,779613,425674,61.29,75.31,45.71,1205287,30279,275242,313981,204073,303289,78327,312605,696884,1269991,171268,744183,544731,199452,1706565,1710,1710,1708,493,1185,339,112,50.6,47.1,2.4
Bihar,District Jehanabad,1514315,784946,729369,28.64,230635,7,929,916,0.09,Hindus,1389053,Muslims,124149,NA,743,674115,442411,231704,55.26,70.07,39.37,674115,29147,148272,165901,94041,195509,40964,188698,423299,788579,113739,580905,422789,158116,933410,856,856,856,219,672,175,81,46.5,36.4,17.1
Bihar,"District Aurangabad (34), Bihar (10)",2013055,1040945,972110,30.19,285969,7,934,943,0.08,Hindus,1814612,Muslims,196030,NA,1161,920766,594522,326244,57.03,71.13,41.9,920766,42368,223690,246053,133900,226566,48108,257989,571246,1034327,149493,671011,476390,194621,1342044,1739,1739,1739,527,1148,220,76,33.5,52.3,14.2
Bihar,"District Gaya (35), Bihar (10)",3473428,1792163,1681265,30.19,510968,7,938,968,0.08,Hindus,3063841,Muslims,403439,NA,1622,1405453,913020,492433,50.45,63.27,36.66,1405453,80880,365097,373287,183747,315430,86752,444584,998947,1786754,243143,1277639,994459,283180,2195789,2680,2680,2678,539,1635,277,104,32.7,46.7,20.7
Bihar,"District Nawada (36), Bihar (10)",1809696,929960,879736,33.08,256386,7,946,977,0.12,Hindus,1604223,Muslims,204457,NA,354,679135,453300,225835,46.83,60.58,32.17,679135,33841,164913,193068,85800,165701,35707,229592,529127,925574,125403,674377,507934,166443,1135319,964,964,961,509,749,159,60,38.9,47.5,13.6
Bihar,"District Jamui * (37), Bihar (10)",1398796,729138,669658,32.9,232939,6,918,963,4.82,Hindus,1212941,Muslims,170334,Others,9511,476261,335723,140538,42.43,57.06,26.32,476261,25053,134181,146100,60873,93148,16894,178083,403211,727511,89991,596617,392536,204081,802179,1314,1314,1310,270,706,150,48,26.6,63.7,9.7
Chhattisgarh,"District Koriya * (01), Chhattisgarh (22)",586327,301251,285076,16.91,118828,5,946,969,44.35,Hindus,549179,Muslims,22535,Christians,7570,306668,189459,117209,63.09,75.68,49.73,306668,19088,103521,85487,42217,41975,14373,67977,152921,329739,35690,279826,181837,97989,306501,650,650,645,405,562,114,39,23.1,76.5,0.5
Chhattisgarh,"District Surguja (02), Chhattisgarh (22)",1972094,1000050,972044,24.58,383217,5,972,976,54.6,Hindus,1823285,Christians,72380,Muslims,63685,873459,547006,326453,54.79,67.63,41.57,873459,106497,296575,220260,115576,101299,33241,257133,506650,1063505,144806,982041,605013,377028,990053,1769,1745,1742,1432,1713,468,177,6,92.6,1.4
Chhattisgarh,"District JasHimachal Pradeshur * (03), Chhattisgarh (22)",743160,371697,371463,12.71,148792,5,999,975,63.24,Hindus,559984,Christians,169609,Muslims,11720,395548,232587,162961,63.77,75.16,52.44,395548,34349,130597,103656,62225,50922,13790,82856,184352,413179,62773,397898,261952,135946,345262,764,760,760,550,749,202,105,4.7,95,0.3
Chhattisgarh,"District Raigarh (04), Chhattisgarh (22)",1265529,634597,630932,18.68,268609,5,994,964,35.38,Hindus,1212180,Christians,36098,Muslims,12637,746495,439954,306541,70.16,82.7,57.62,746495,56271,268796,204985,99568,86502,30355,140095,290277,727342,107815,601564,430725,170839,663965,1433,1410,1409,1385,1350,339,143,17.2,78.9,3.9
Chhattisgarh,"District Korba * (05), Chhattisgarh (22)",1011823,515147,496676,22.55,203104,5,964,978,41.5,Hindus,949774,Muslims,21761,Christians,17641,518372,324912,193460,61.71,75.86,46.99,518372,9373,164517,137964,79124,93719,33634,117885,260457,572919,60562,431002,302248,128754,580821,710,707,707,563,674,203,107,31.4,67.2,1.4
Chhattisgarh,"District Janjgir - Champa* (06), Chhattisgarh (22)",1317431,659388,658043,18.55,254080,5,998,965,11.62,Hindus,1299831,Muslims,11857,Christians,2489,720507,445925,274582,65.94,81.82,50.14,720507,16341,261370,185071,110150,119079,28440,155099,344849,701346,116137,575923,411510,164413,741508,889,888,888,882,871,292,237,30.1,69,0.9
Chhattisgarh,"District Bilaspur (07), Chhattisgarh (22)",1998355,1013875,984480,17.59,390354,5,971,964,19.87,Hindus,1904580,Muslims,45342,Others,19325,1048167,656225,391942,63.51,78.43,48.17,1048167,31399,359352,269030,145629,168750,73884,240556,516617,1091363,149819,857577,630504,227073,1140778,1579,1545,1544,1494,1426,417,254,31.9,67.3,0.7
Chhattisgarh,"District Kawardha * (08), Chhattisgarh (22)",584552,291963,292589,13.86,112679,5,1002,969,20.86,Hindus,554542,Others,17133,Muslims,9421,261036,167179,93857,55.15,71,39.47,261036,26000,112289,68700,27349,19935,6752,77062,158852,305708,42930,291648,231030,60618,292904,956,952,948,774,785,100,43,20.2,77.6,2.1
Chhattisgarh,"District Rajnandgaon (09), Chhattisgarh (22)",1283224,634342,648882,17.7,246524,5,1023,983,26.63,Hindus,1215492,Buddhists,28020,Muslims,21035,823076,457505,365571,77.21,87.17,67.55,823076,95384,265489,223080,116435,91107,31552,152856,312094,719023,99251,649401,558996,90405,633823,1605,1595,1595,1550,1484,351,139,19.8,79,1.2
Chhattisgarh,"District Durg (10), Chhattisgarh (22)",2810436,1417893,1392543,16.88,543486,5,982,965,12.41,Hindus,2654202,Muslims,70398,Sikhs,23399,1793890,1032829,761061,75.62,86.43,64.64,1793890,62545,543973,466403,265099,338969,116771,305754,682210,1612776,209696,1162833,965624,197209,1647603,1776,1762,1760,1737,1698,529,338,39.4,59.3,1.4
Chhattisgarh,"District Raipur (11), Chhattisgarh (22)",3016930,1523925,1493005,18.97,581582,5,980,964,12.11,Hindus,2881933,Muslims,77963,Christians,16857,1713653,1034063,679590,68.51,81.97,54.81,1713653,54132,571410,462342,234779,268987,121842,358976,765137,1672204,220613,1264663,961507,303156,1752267,2124,2101,2100,1955,1987,530,215,40.7,58,1.3
Chhattisgarh,"District Mahasamund * (12), Chhattisgarh (22)",860257,426201,434056,8.72,176607,5,1018,979,27.03,Hindus,838906,Muslims,11076,Christians,5091,484836,289545,195291,67.01,81.08,53.3,484836,27307,175408,142893,65748,55893,17560,94599,203795,486852,75011,411747,300907,110840,448510,1111,1103,1102,1068,1014,201,93,28,70.9,1.2
Chhattisgarh,"District Dhamtari * (13), Chhattisgarh (22)",706591,352524,354067,19.72,130407,5,1004,976,26.25,Hindus,689554,Muslims,8933,Others,3423,441921,253963,187958,74.89,86.51,63.39,441921,25227,155851,130136,63651,51119,15880,81267,170647,400921,53756,354230,268236,85994,352361,629,628,627,557,575,144,72,32.1,66.1,1.7
Chhattisgarh,"District Kanker * (14), Chhattisgarh (22)",650934,324636,326298,18.84,127294,5,1005,974,56.08,Hindus,633925,Others,5859,Muslims,5253,396797,223779,173018,72.93,82.72,63.25,396797,69563,136406,88486,49589,41617,11125,73557,158360,371703,47314,351859,252484,99375,299075,1068,1043,1007,849,949,209,69,8.6,89.8,1.7
Chhattisgarh,"District Bastar (15), Chhattisgarh (22)",1306673,649801,656872,18.28,259798,5,1011,1008,66.31,Hindus,1265787,Christians,17379,Muslims,10335,471780,300838,170942,43.91,56.32,31.64,471780,40399,183735,110533,61122,56155,19533,158366,338396,734255,75656,687415,407252,280163,619258,1461,1375,1375,1105,1230,305,155,10.6,82.2,7.2
Chhattisgarh,"District Dantewada* (16), Chhattisgarh (22)",719487,356928,362559,15.56,146190,5,1016,1014,78.52,Hindus,696516,Others,8644,Christians,6213,176944,115626,61318,30.17,39.75,20.75,176944,15549,67783,37694,21178,26720,7989,88916,194086,405849,30636,380244,284770,95474,339243,1220,1204,1170,578,1006,164,51,9.8,66.2,23.9
Chandigarh,"District Chandigarh (01), Chandigarh (04)",900635,506938,393697,40.33,206465,4,777,844,NA,Hindus,707978,Sikhs,145175,Muslims,35548,643245,382686,260559,81.94,86.14,76.47,643245,5945,88518,115349,90111,204402,138441,79225,181963,593235,46212,340422,328989,11433,560213,23,23,23,23,18,14,14,89.8,7,3.2
D_D,"District Diu (01), Daman & Diu (25)",44215,20878,23337,11.71,9241,5,1118,959,0.26,Hindus,41235,Muslims,2719,Christians,202,26167,14366,11801,71.38,84.39,60.09,26167,105,6779,8095,4390,5978,819,5467,11062,24687,2999,13862,11404,2458,30353,2,2,2,2,2,2,3,98.6,1,0.5
D_D,"District Daman (02), Daman & Diu (25)",113989,71634,42355,83.49,26445,4,591,906,12.18,Hindus,100666,Muslims,9562,Christians,3160,81433,56626,24807,80.65,87.38,68.6,81433,338,14786,19113,16274,25517,5390,9490,17175,82210,5114,58929,56118,2811,55060,21,21,21,21,20,15,8,90.2,8.4,1.4
Delhi,District North West,2860869,1571689,1289180,60.12,561945,5,820,856,NA,Hindus,2540491,Muslims,173409,Sikhs,91723,1957902,1161047,796855,80.57,86.67,73.08,1957902,16320,336760,414858,309552,550540,329431,294204,669176,1751640,145849,919439,872142,47297,1941430,62,62,62,62,57,31,46,91.1,5.8,3.1
Delhi,District North,781525,427882,353643,13.3,148927,5,826,885,NA,Hindus,609493,Muslims,126093,Sikhs,20819,540192,314103,226089,80.1,84.64,74.54,540192,5647,84263,116492,90266,155998,87355,72979,171219,492289,45038,256596,244890,11706,524929,5,5,4,4,3,3,2,89.1,4.5,6.3
Delhi,District North East,1768061,956078,811983,62.52,310887,6,849,875,NA,Hindus,1232960,Muslims,481607,Others,22322,1141035,676627,464408,77.53,84.78,68.94,1141035,13821,222702,270927,211702,300605,121084,201204,459472,1032752,74633,500425,470993,29432,1267636,12,12,12,7,7,4,4,94.6,3.5,1.9
Delhi,District East,1463583,794074,669509,41.61,287638,5,843,865,NA,Hindus,1213295,Muslims,140335,Sikhs,51157,1068139,613061,455078,84.91,89.65,79.26,1068139,9826,152458,199177,157781,310647,238014,141176,315156,918414,88837,475310,456216,19094,988273,3,3,3,3,1,NA,NA,93.2,3.4,3.4
Delhi,"District New Delhi (05), Delhi (07)",179112,99956,79156,2.47,39633,5,792,897,NA,Hindus,155594,Muslims,11416,Christians,6263,131196,78540,52656,83.24,88.62,76.33,131196,1665,17489,24105,21377,36440,30013,14382,36626,120349,7755,67594,64425,3169,111518,NA,NA,NA,NA,NA,NA,NA,82.1,7.2,10.7
Delhi,District Central,646385,350831,295554,-1.91,120616,5,842,902,NA,Hindus,423592,Muslims,193137,Sikhs,17126,450989,255253,195736,79.69,82.73,76.05,450989,9341,65525,101683,75263,119540,79593,54916,133996,415837,41636,223851,213324,10527,422534,NA,NA,NA,NA,NA,NA,NA,87.2,5.4,7.4
Delhi,District West,2128908,1163084,965824,47.81,432782,5,830,859,NA,Hindus,1745810,Sikhs,247312,Muslims,107079,1533738,884861,648877,83.39,87.85,77.99,1533738,13948,220759,289230,222665,463594,323357,198333,448086,1340763,141726,720915,686517,34398,1407993,9,9,9,9,9,7,11,92,4.9,3.1
Delhi,District South West,1755041,983615,771426,61.29,364511,5,784,845,NA,Hindus,1612169,Muslims,76429,Sikhs,29470,1258033,761917,496116,83.61,89.86,75.55,1258033,10007,184787,237497,201038,396897,227609,171609,380759,1122699,79974,602546,569836,32710,1152495,51,51,47,51,49,30,50,91.7,5.3,2.9
Delhi,District South,2267023,1260025,1006998,50.27,466444,5,799,887,NA,Hindus,1824645,Muslims,314015,Sikhs,75102,1583540,955438,628102,81.96,88.26,73.94,1583540,15744,250170,313497,242046,436353,325459,229058,500588,1421999,115378,778558,739173,39385,1488465,16,16,16,16,12,10,14,92.1,4.7,3.2
D_N_H,"District Dadra & Nagar Haveli (01), Dadra & Nagar Haveli (26)",220490,121666,98824,59.2,45586,5,812,979,62.24,Hindus,206203,Muslims,6524,Christians,6058,103904,72149,31755,57.63,71.18,40.23,103904,1228,26108,25077,15408,28169,7896,29421,48337,133814,8918,114122,96184,17938,106368,70,69,69,69,69,36,16,45.7,51.6,2.6
Goa,District North Goa,758573,388502,370071,13.93,164129,5,953,937,0.04,NA,576848,NA,136390,NA,43383,566668,312590,254078,83.52,90.05,76.69,566668,9387,113407,110017,93191,183788,56876,57358,123907,511082,66226,307628,242190,65438,450945,209,209,206,206,188,110,104,66.4,31.7,1.9
Goa,"District South Goa (02), Goa (30)",589095,298746,290349,16.16,130683,5,972,937,0.05,NA,309703,NA,223178,NA,48827,418894,228442,190452,80.06,86.28,73.68,418894,8623,75499,83652,66067,143627,41421,46465,103496,386075,53059,215227,183115,32112,373868,138,138,137,137,120,61,68,74.2,23.8,2
Gujarat,"District Kachchh (01), Gujarat (24)",1583225,815152,768073,20.9,320588,5,942,921,8.22,Hindus,1223254,Muslims,329254,Others,23894,794483,480555,313928,59.79,70.39,48.59,794483,12438,253685,250155,104847,140506,32699,176916,381035,911521,113753,605599,498186,107413,977626,886,886,882,863,835,NA,105,83.4,9,7.5
Gujarat,"District Banas Kantha (02), Gujarat (24)",2504244,1297404,1206840,26.31,426781,6,930,906,8.22,Hindus,2314123,Muslims,170142,Others,18544,1037619,699080,338539,50.97,66.47,34.4,1037619,13753,424367,308578,112479,153151,24897,326948,668902,1365463,142931,1092201,830579,261622,1412043,1244,1242,1233,1225,1217,NA,198,49.3,38.8,11.9
Gujarat,District Patan,1182709,612100,570609,14.08,222630,5,932,865,1.07,Hindus,1057013,Muslims,119748,Others,5136,599082,375588,223494,60.36,73.63,46.33,599082,5885,215489,165823,69614,121119,21088,132514,276327,686947,86921,533078,395470,137608,649631,517,516,513,517,514,NA,127,63.7,29.3,7
Gujarat,"District Mahesana (04), Gujarat (24)",1837892,953842,884050,12.04,364447,5,927,800,0.49,Hindus,1714171,Muslims,113631,Others,7122,1188224,698626,489598,75.22,86.2,63.65,1188224,9603,345067,306412,160453,309309,56891,179056,399174,1114802,144860,828519,665080,163439,1009373,593,593,593,593,589,NA,276,74.6,21,4.3
Gujarat,"District Sabar Kantha (05), Gujarat (24)",2082531,1069554,1012977,18.3,399847,5,947,879,20.18,Hindus,1946780,Muslims,117806,Others,11198,1171555,721203,450352,66.65,80.42,52.3,1171555,13244,299309,296151,176084,332201,53757,230011,470303,1231509,150708,940437,662249,278188,1142094,1372,1370,1368,1358,1362,NA,544,44.3,44.6,11.1
Gujarat,"District Gandhinagar (06), Gujarat (24)",1334455,697999,636456,23.88,269440,5,912,813,1.32,Hindus,1269766,Muslims,50559,Others,7769,879834,522575,357259,76.59,87.74,64.58,879834,5710,221042,214072,136174,231335,71259,130223,286936,830197,87099,554336,467413,86923,780119,291,291,291,291,290,NA,177,70.9,24.4,4.7
Gujarat,"District Ahmadabad (07), Gujarat (24)",5816519,3074556,2741963,26.61,1150588,5,892,835,1,Hindus,4921747,Muslims,662799,Others,170093,4012140,2318295,1693845,79.5,87.31,70.83,4012140,34840,816251,963479,602259,1113922,479990,531956,1210381,3680817,393365,2009365,1799126,210239,3807154,546,546,542,546,542,NA,156,82.9,14.1,3
Gujarat,"District Surendranagar (08), Gujarat (24)",1515148,787650,727498,25.34,277667,5,924,886,0.95,Hindus,1392451,Muslims,97846,Others,22721,781155,487094,294061,61.61,74.19,48.1,781155,7798,260586,231369,119782,132242,29293,173263,359042,870590,112253,647609,512038,135571,867539,650,649,649,650,648,NA,111,67.9,23.4,8.7
Gujarat,"District Rajkot (09), Gujarat (24)",3169881,1642018,1527863,25.6,597990,5,930,854,0.42,Hindus,2841302,Muslims,292676,Others,30629,2033946,1166122,867824,74.16,82.61,65.2,2033946,19339,489497,561231,341580,492263,129543,297863,679812,1942470,249736,1244806,1076436,168370,1925075,844,844,844,844,842,NA,214,85.6,13.1,1.3
Gujarat,"District Jamnagar (10), Gujarat (24)",1904278,981320,922958,22.39,350105,5,941,898,0.55,Hindus,1605941,Muslims,270223,Others,21907,1083696,638101,445595,66.48,76.25,56.18,1083696,14273,307824,317584,178293,207926,57566,192652,422410,1139780,149436,734382,624057,110325,1169896,698,695,694,666,666,NA,134,87.5,10.6,1.8
